[0 0 0 0],1575902394.520348
[0 0 0 0],1575902394.5275452
[0 0 0 0],1575902394.534337
[0 0 0 0],1575902394.5410159
[0 0 0 0],1575902394.5478249
[0 0 0 0],1575902394.5546339
[0 0 0 0],1575902394.5613468
[0 0 0 0],1575902394.5681493
[0 0 0 0],1575902394.5749094
[0 0 0 0],1575902394.5815966
[0 0 0 0],1575902394.5883374
[0 0 0 0],1575902394.595125
[0 0 0 0],1575902394.6018367
[0 0 0 0],1575902394.6086943
[0 0 0 0],1575902394.6154695
[0 0 0 0],1575902394.6221735
[0 0 0 0],1575902394.628956
[0 0 0 0],1575902394.6357574
[0 0 0 0],1575902394.642514
[0 0 0 0],1575902394.6493192
[0 0 0 0],1575902394.6561546
[0 0 0 0],1575902394.6629922
[0 0 0 0],1575902394.66975
[0 0 0 0],1575902394.6767373
[0 0 0 0],1575902394.6835744
[0 0 0 0],1575902394.6902378
[0 0 0 0],1575902394.6970782
[0 0 0 0],1575902394.703856
[0 0 0 0],1575902394.710617
[0 0 0 0],1575902394.7173421
[0 0 0 0],1575902394.7243986
[0 0 0 0],1575902394.7310917
[0 0 0 0],1575902394.7382162
[0 0 0 0],1575902394.7450461
[0 0 0 0],1575902394.7520056
[0 0 0 0],1575902394.7587745
[0 0 0 0],1575902394.7659047
[0 0 0 0],1575902394.772675
[0 0 0 0],1575902394.779537
[0 0 0 0],1575902394.7866426
[0 0 0 0],1575902394.7933927
[0 0 0 0],1575902394.8000808
[0 0 0 0],1575902394.8072445
[0 0 0 0],1575902394.814041
[0 0 0 0],1575902394.8207803
[0 0 0 0],1575902394.827584
[0 0 0 0],1575902394.8344164
[0 0 0 0],1575902394.841143
[0 0 0 0],1575902394.8479638
[0 0 0 0],1575902394.8547683
[0 0 0 0],1575902394.8614845
[0 0 0 0],1575902394.8682146
[0 0 0 0],1575902394.8750274
[0 0 0 0],1575902394.881735
[0 0 0 0],1575902394.888508
[0 0 0 0],1575902394.895265
[0 0 0 0],1575902394.9021082
[0 0 0 0],1575902394.9089594
[0 0 0 0],1575902394.9157445
[0 0 0 0],1575902394.9224849
[0 0 0 0],1575902394.929238
[0 0 0 0],1575902394.9360185
[0 0 0 0],1575902394.9427752
[0 0 0 0],1575902394.9494889
[0 0 0 0],1575902394.95632
[0 0 0 0],1575902394.9631052
[0 0 0 0],1575902394.9698327
[0 0 0 0],1575902394.9766047
[0 0 0 0],1575902394.9834354
[0 0 0 0],1575902394.9901123
[0 0 0 0],1575902394.9968922
[0 0 0 0],1575902395.0036712
[0 0 0 0],1575902395.0103927
[0 0 0 0],1575902395.0171447
[0 0 0 0],1575902395.0239427
[0 0 0 0],1575902395.0312579
[0 0 0 0],1575902395.038059
[0 0 0 0],1575902395.0448873
[0 0 0 0],1575902395.0516236
[0 0 0 0],1575902395.0584278
[0 0 0 0],1575902395.065207
[0 0 0 0],1575902395.0719218
[0 0 0 0],1575902395.0787158
[0 0 0 0],1575902395.0854537
[0 0 0 0],1575902395.0922012
[0 0 0 0],1575902395.0989714
[0 0 0 0],1575902395.105838
[0 0 0 0],1575902395.1125276
[0 0 0 0],1575902395.119312
[0 0 0 0],1575902395.126142
[0 0 0 0],1575902395.1329362
[0 0 0 0],1575902395.1396422
[0 0 0 0],1575902395.146428
[0 0 0 0],1575902395.1531887
[0 0 0 0],1575902395.1599214
[0 0 0 0],1575902395.1667562
[0 0 0 0],1575902395.1735697
[0 0 0 0],1575902395.1803
[0 0 0 0],1575902395.1870618
[0 0 0 0],1575902395.1938481
[0 0 0 0],1575902395.200498
[0 0 0 0],1575902395.207249
[0 0 0 0],1575902395.2140138
[0 0 0 0],1575902395.2207294
[0 0 0 0],1575902395.2274654
[0 0 0 0],1575902395.234239
[0 0 0 0],1575902395.240953
[0 0 0 0],1575902395.2477152
[0 0 0 0],1575902395.2546542
[0 0 0 0],1575902395.2613182
[0 0 0 0],1575902395.268096
[0 0 0 0],1575902395.2748594
[0 0 0 0],1575902395.281542
[0 0 0 0],1575902395.2882483
[0 0 0 0],1575902395.2950835
[0 0 0 0],1575902395.3017542
[0 0 0 0],1575902395.3085322
[0 0 0 0],1575902395.3153608
[0 0 0 0],1575902395.3221393
[0 0 0 0],1575902395.3289654
[0 0 0 0],1575902395.3357143
[0 0 0 0],1575902395.342408
[0 0 0 0],1575902395.349198
[0 0 0 0],1575902395.3560069
[0 0 0 0],1575902395.3626797
[0 0 0 0],1575902395.3694315
[0 0 0 0],1575902395.3762412
[0 0 0 0],1575902395.3829439
[0 0 0 0],1575902395.38993
[0 0 0 0],1575902395.3967326
[0 0 0 0],1575902395.4036012
[0 0 0 0],1575902395.4102788
[0 0 0 0],1575902395.4170692
[0 0 0 0],1575902395.4239051
[0 0 0 0],1575902395.4306061
[0 0 0 0],1575902395.4374022
[0 0 0 0],1575902395.4441879
[0 0 0 0],1575902395.450896
[0 0 0 0],1575902395.4576595
[0 0 0 0],1575902395.4644916
[0 0 0 0],1575902395.471183
[0 0 0 0],1575902395.4779005
[0 0 0 0],1575902395.4846888
[0 0 0 0],1575902395.4914162
[0 0 0 0],1575902395.4982033
[0 0 0 0],1575902395.505061
[0 0 0 0],1575902395.5117989
[0 0 0 0],1575902395.518553
[0 0 0 0],1575902395.5253289
[0 0 0 0],1575902395.5320387
[0 0 0 0],1575902395.538876
[0 0 0 0],1575902395.5455928
[0 0 0 0],1575902395.5523198
[0 0 0 0],1575902395.5591643
[0 0 0 0],1575902395.5659492
[0 0 0 0],1575902395.572771
[0 0 0 0],1575902395.5794961
[0 0 0 0],1575902395.586248
[0 0 0 0],1575902395.593043
[0 0 0 0],1575902395.5997312
[0 0 0 0],1575902395.6065185
[0 0 0 0],1575902395.6132846
[0 0 0 0],1575902395.6199872
[0 0 0 0],1575902395.626755
[0 0 0 0],1575902395.633521
[0 0 0 0],1575902395.6401966
[0 0 0 0],1575902395.6470997
[0 0 0 0],1575902395.6538796
[0 0 0 0],1575902395.6605322
[0 0 0 0],1575902395.6672266
[0 0 0 0],1575902395.6740434
[0 0 0 0],1575902395.680725
[0 0 0 0],1575902395.687617
[0 0 0 0],1575902395.6944883
[0 0 0 0],1575902395.7012348
[0 0 0 0],1575902395.708097
[0 0 0 0],1575902395.7149315
[0 0 0 0],1575902395.721636
[0 0 0 0],1575902395.7284057
[0 0 0 0],1575902395.7351813
[0 0 0 0],1575902395.741876
[0 0 0 0],1575902395.7486396
[0 0 0 0],1575902395.7554514
[0 0 0 0],1575902395.7621324
[0 0 0 0],1575902395.7689335
[0 0 0 0],1575902395.7757041
[0 0 0 0],1575902395.7824073
[0 0 0 0],1575902395.789173
[0 0 0 0],1575902395.7960083
[0 0 0 0],1575902395.802792
[0 0 0 0],1575902395.8095126
[0 0 0 0],1575902395.8162801
[0 0 0 0],1575902395.8230596
[0 0 0 0],1575902395.829829
[0 0 0 0],1575902395.836625
[0 0 0 0],1575902395.8433619
[0 0 0 0],1575902395.8500547
[0 0 0 0],1575902395.8568175
[0 0 0 0],1575902395.8635943
[0 0 0 0],1575902395.8703008
[0 0 0 0],1575902395.8770702
[0 0 0 0],1575902395.8838153
[0 0 0 0],1575902395.8905413
[0 0 0 0],1575902395.897281
[0 0 0 0],1575902395.9040728
[0 0 0 0],1575902395.91086
[0 0 0 0],1575902395.917639
[0 0 0 0],1575902395.9245644
[1 1 1 0],1575902396.9396284
[1 1 1 1],1575902396.9469938
[1 1 1 1],1575902396.9539986
[1 1 1 1],1575902396.9609463
[1 1 1 0],1575902396.9679947
[1 1 1 1],1575902396.9750047
[1 1 1 1],1575902396.9819505
[1 1 1 0],1575902396.998781
[1 1 1 1],1575902397.0153987
[0 1 1 1],1575902397.032657
[1 1 1 1],1575902397.0399904
[1 1 1 1],1575902397.0472848
[1 1 1 1],1575902397.054619
[1 1 1 1],1575902397.0618734
[1 1 1 0],1575902397.069176
[1 1 1 0],1575902397.078691
[1 1 1 1],1575902397.0863273
[0 1 1 1],1575902397.0935915
[1 1 1 1],1575902397.1007469
[1 1 1 0],1575902397.1080372
[1 1 1 1],1575902397.115399
[0 1 1 1],1575902397.1226354
[1 1 1 1],1575902397.1299326
[1 1 1 1],1575902397.1372654
[1 1 1 1],1575902397.1445746
[1 1 1 1],1575902397.1517777
[1 1 1 0],1575902397.159154
[1 1 1 1],1575902397.1664197
[0 1 1 1],1575902397.1737604
[1 1 1 1],1575902397.1809742
[1 1 1 0],1575902397.1883562
[1 1 1 1],1575902397.1956296
[0 1 1 1],1575902397.2029154
[1 1 1 1],1575902397.210157
[1 1 1 0],1575902397.2174625
[1 1 1 1],1575902397.2248173
[1 1 1 1],1575902397.232079
[1 1 1 0],1575902397.2393966
[1 1 1 1],1575902397.2466457
[1 1 1 1],1575902397.25418
[1 1 1 1],1575902397.2614608
[1 1 1 0],1575902397.268811
[1 1 1 1],1575902397.2761717
[0 1 1 1],1575902397.2835603
[1 1 1 1],1575902397.2908049
[1 1 1 0],1575902397.2981002
[1 1 1 1],1575902397.3053865
[0 1 1 1],1575902397.3126397
[1 1 1 1],1575902397.3199546
[1 1 1 1],1575902397.3272908
[1 1 1 1],1575902397.3346953
[1 1 1 1],1575902397.3419378
[1 1 1 0],1575902397.34925
[1 1 1 1],1575902397.3566248
[1 1 1 1],1575902397.3639884
[1 1 1 1],1575902397.37127
[1 1 1 0],1575902397.3785658
[1 1 1 1],1575902397.3858657
[0 1 1 1],1575902397.3931706
[1 1 1 1],1575902397.4005194
[1 1 1 0],1575902397.4078271
[1 1 1 1],1575902397.4151354
[0 0 1 1],1575902397.4224536
[1 1 1 1],1575902397.4297671
[1 1 1 1],1575902397.4370317
[1 1 1 1],1575902397.4443529
[1 1 1 1],1575902397.4515903
[1 1 1 0],1575902397.4588907
[1 1 1 1],1575902397.4662127
[0 1 1 1],1575902397.4735177
[1 1 1 1],1575902397.4807901
[1 1 1 0],1575902397.4882545
[1 1 1 1],1575902397.4955344
[0 1 1 1],1575902397.5028052
[1 1 1 1],1575902397.5100355
[1 1 1 1],1575902397.5172875
[1 1 1 1],1575902397.524596
[1 1 1 1],1575902397.531871
[1 1 1 0],1575902397.5391593
[1 1 1 1],1575902397.5465376
[0 1 1 1],1575902397.553819
[1 1 1 1],1575902397.5610545
[1 1 1 0],1575902397.568365
[1 1 1 1],1575902397.5756166
[0 1 1 1],1575902397.5828733
[1 1 1 1],1575902397.590131
[1 1 1 1],1575902397.597428
[1 1 1 1],1575902397.6047301
[1 1 1 1],1575902397.6119227
[1 1 1 0],1575902397.6193616
[1 1 1 1],1575902397.6267257
[1 1 1 1],1575902397.6340752
[1 1 1 1],1575902397.6413138
[1 1 1 0],1575902397.648695
[1 1 1 1],1575902397.6559625
[0 1 1 1],1575902397.6633053
[1 1 1 1],1575902397.6706207
[1 1 1 0],1575902397.677971
[1 1 1 1],1575902397.6852503
[0 0 1 1],1575902397.6924853
[1 1 1 1],1575902397.699769
[1 1 1 1],1575902397.7070484
[1 1 1 1],1575902397.7143838
[1 1 1 1],1575902397.721629
[1 1 1 0],1575902397.729192
[1 1 1 1],1575902397.73656
[1 1 1 1],1575902397.743862
[1 1 1 1],1575902397.7513158
[1 1 1 0],1575902397.7586677
[1 1 1 1],1575902397.76597
[0 1 1 1],1575902397.7732944
[1 1 1 1],1575902397.7805252
[1 1 1 0],1575902397.7878757
[1 1 1 1],1575902397.7953334
[0 0 1 1],1575902397.802542
[1 1 1 1],1575902397.8098764
[1 1 1 1],1575902397.8171961
[1 1 1 1],1575902397.8246086
[1 1 1 1],1575902397.831958
[1 1 1 0],1575902397.8393304
[1 1 1 1],1575902397.8466568
[1 1 1 1],1575902397.8538506
[1 1 1 1],1575902397.8618412
[1 1 1 0],1575902397.8692458
[1 1 1 1],1575902397.876628
[1 1 1 1],1575902397.8839412
[1 1 1 1],1575902397.8911774
[1 1 1 0],1575902397.898484
[1 1 1 1],1575902397.905754
[0 1 1 1],1575902397.9130793
[1 1 1 1],1575902397.9204152
[1 1 1 0],1575902397.9278405
[1 1 1 1],1575902397.9351768
[0 0 1 1],1575902397.9426413
[1 1 1 1],1575902397.9498904
[1 1 1 1],1575902397.9572575
[1 1 1 1],1575902397.9646533
[1 1 1 1],1575902397.9718952
[1 1 1 0],1575902397.979169
[1 1 1 1],1575902397.9864936
[1 1 1 1],1575902397.9938672
[1 1 1 1],1575902398.0011024
[1 1 1 0],1575902398.0084047
[1 1 1 1],1575902398.0157332
[0 1 1 1],1575902398.0230088
[1 1 1 1],1575902398.030531
[1 1 1 0],1575902398.0382924
[1 1 1 1],1575902398.0455887
[0 1 1 1],1575902398.052851
[1 1 1 1],1575902398.0601747
[1 1 1 0],1575902398.0674832
[1 1 1 1],1575902398.0747962
[1 1 1 1],1575902398.0820487
[1 1 1 0],1575902398.0893877
[1 1 1 1],1575902398.0967157
[1 1 1 1],1575902398.1040647
[1 1 1 1],1575902398.1113188
[1 1 1 0],1575902398.1186297
[1 1 1 1],1575902398.1259425
[0 1 1 1],1575902398.1333778
[1 1 1 1],1575902398.1406312
[1 1 1 0],1575902398.147968
[1 1 1 1],1575902398.1552916
[0 0 1 1],1575902398.162559
[1 1 1 1],1575902398.1700308
[1 1 1 1],1575902398.1773076
[1 1 1 1],1575902398.1846442
[1 1 1 1],1575902398.1918602
[1 1 1 0],1575902398.1992273
[1 1 1 1],1575902398.2066228
[1 1 1 1],1575902398.2139676
[1 1 1 1],1575902398.2212062
[1 1 1 0],1575902398.2285426
[1 1 1 1],1575902398.235824
[0 1 1 1],1575902398.2432518
[1 1 1 1],1575902398.2505784
[1 1 1 0],1575902398.2580698
[1 1 1 1],1575902398.2653625
[0 0 1 1],1575902398.272574
[1 1 1 0],1575902398.2798438
[1 1 1 0],1575902398.2871084
[0 1 1 1],1575902398.294407
[1 1 1 1],1575902398.3016286
[0 1 1 1],1575902398.3089356
[1 1 1 1],1575902398.3162417
[0 0 1 1],1575902398.3236244
[1 1 1 1],1575902398.3308287
[1 1 1 1],1575902398.3381345
[1 1 1 1],1575902398.3454223
[0 1 1 1],1575902398.3526242
[1 1 1 0],1575902398.3599586
[1 1 1 1],1575902398.367255
[1 1 1 1],1575902398.3746164
[1 1 1 1],1575902398.3818455
[1 1 1 0],1575902398.3892534
[1 1 1 1],1575902398.396576
[0 1 1 1],1575902398.403873
[1 1 1 1],1575902398.4110792
[1 1 1 1],1575902398.4184082
[1 1 1 1],1575902398.4257104
[0 0 1 1],1575902398.4333491
[1 1 1 1],1575902398.4405718
[1 1 0 0],1575902398.4479213
[1 1 1 1],1575902398.4552581
[0 1 1 1],1575902398.4625847
[1 1 1 0],1575902398.4699106
[1 1 1 1],1575902398.4774063
[1 1 1 1],1575902398.4848099
[1 1 1 1],1575902398.492022
[1 1 1 0],1575902398.4993496
[1 1 1 1],1575902398.5067308
[0 1 1 1],1575902398.514058
[1 1 1 1],1575902398.5212681
[1 1 1 1],1575902398.5285954
[1 1 1 1],1575902398.5359771
[0 0 1 1],1575902398.5432832
[1 1 1 1],1575902398.5504808
[1 1 0 1],1575902398.5577986
[1 1 1 1],1575902398.5651293
[0 1 1 1],1575902398.5723765
[1 1 1 0],1575902398.579688
[1 1 1 1],1575902398.5870345
[1 1 1 1],1575902398.5943983
[1 1 1 1],1575902398.6016264
[1 1 1 1],1575902398.6090755
[1 1 1 1],1575902398.6163943
[0 1 1 1],1575902398.6236963
[1 1 1 1],1575902398.6309164
[1 1 1 1],1575902398.6382363
[1 1 1 1],1575902398.6456196
[0 1 1 1],1575902398.6529005
[1 1 1 0],1575902398.6601589
[1 1 1 1],1575902398.667487
[1 1 1 1],1575902398.6748571
[1 1 1 1],1575902398.682086
[1 1 1 0],1575902398.6894453
[1 1 1 1],1575902398.6967418
[0 1 1 1],1575902398.7040734
[1 1 1 1],1575902398.7113059
[1 1 1 1],1575902398.7186203
[1 1 1 1],1575902398.7257676
[0 0 1 1],1575902398.7333324
[1 1 1 1],1575902398.7405403
[1 1 0 0],1575902398.7479084
[1 1 1 1],1575902398.7552078
[0 1 1 1],1575902398.7625337
[1 1 1 0],1575902398.7698426
[1 1 1 1],1575902398.7770813
[1 1 1 1],1575902398.7844398
[1 1 1 1],1575902398.7916436
[1 1 1 1],1575902398.7989476
[1 1 1 1],1575902398.8062422
[0 0 1 1],1575902398.813542
[1 1 1 1],1575902398.8207154
[1 1 1 1],1575902398.8285842
[1 1 1 1],1575902398.835923
[0 0 1 1],1575902398.8433044
[1 1 1 1],1575902398.8505259
[1 1 0 1],1575902398.8578837
[1 1 1 1],1575902398.8652382
[0 1 1 1],1575902398.8725011
[1 1 1 0],1575902398.8799865
[1 1 1 1],1575902398.887304
[1 1 1 1],1575902398.894658
[1 1 1 1],1575902398.9020011
[1 1 1 0],1575902398.9092922
[1 1 1 1],1575902398.9166002
[0 1 1 1],1575902398.9239416
[1 1 1 1],1575902398.9311635
[1 1 1 1],1575902398.9384441
[1 1 1 1],1575902398.9457524
[0 1 1 1],1575902398.953041
[1 1 1 0],1575902398.9602656
[1 1 1 1],1575902398.967513
[1 1 1 1],1575902398.9748387
[1 1 1 1],1575902398.9820778
[1 1 1 0],1575902398.9894176
[1 1 1 1],1575902398.9966922
[0 1 1 1],1575902399.004003
[1 1 1 1],1575902399.011217
[1 1 1 1],1575902399.018572
[1 1 1 1],1575902399.0258706
[0 1 1 1],1575902399.0332067
[1 1 1 0],1575902399.0404077
[1 1 0 1],1575902399.0477073
[1 1 1 1],1575902399.0550156
[1 1 1 0],1575902399.0622942
[1 1 1 0],1575902399.0696309
[1 1 1 1],1575902399.0769534
[1 1 1 1],1575902399.0842786
[1 1 1 1],1575902399.09155
[1 1 1 1],1575902399.0990205
[1 1 1 1],1575902399.1064215
[0 1 1 1],1575902399.113716
[1 1 1 1],1575902399.120936
[1 1 1 0],1575902399.1282353
[1 1 1 1],1575902399.135521
[0 1 1 1],1575902399.1427927
[1 1 1 0],1575902399.1500664
[1 1 1 1],1575902399.1574013
[1 1 1 1],1575902399.1647766
[1 1 1 1],1575902399.1720252
[1 1 1 0],1575902399.179365
[1 1 1 1],1575902399.1867087
[0 1 1 1],1575902399.1940012
[1 1 1 1],1575902399.2011979
[1 1 1 1],1575902399.2084773
[1 1 1 1],1575902399.215786
[0 1 1 1],1575902399.2230973
[1 1 1 0],1575902399.2303305
[1 1 1 1],1575902399.2376177
[1 1 1 1],1575902399.2450292
[0 1 1 1],1575902399.2523584
[1 1 1 0],1575902399.25986
[1 1 1 1],1575902399.2671077
[1 1 1 1],1575902399.2745013
[1 1 1 1],1575902399.2817154
[1 1 1 1],1575902399.2890458
[1 1 1 1],1575902399.2963302
[0 1 1 1],1575902399.3036299
[1 1 1 1],1575902399.3108385
[1 1 1 1],1575902399.3181949
[1 1 1 1],1575902399.325525
[0 1 1 1],1575902399.3328826
[1 1 1 0],1575902399.3400764
[1 1 1 1],1575902399.3473058
[1 1 1 1],1575902399.3546398
[1 1 1 1],1575902399.3618832
[1 1 0 0],1575902399.3692586
[1 1 1 1],1575902399.3764918
[0 1 1 1],1575902399.384147
[1 1 1 1],1575902399.3913314
[1 1 1 1],1575902399.3986328
[1 1 1 1],1575902399.4059522
[0 0 1 1],1575902399.4133286
[1 1 1 1],1575902399.4205205
[1 1 0 1],1575902399.4278762
[1 1 1 1],1575902399.4351778
[0 1 1 1],1575902399.4424007
[1 1 1 0],1575902399.4498808
[1 1 1 1],1575902399.4571536
[1 1 1 1],1575902399.4645236
[1 1 1 1],1575902399.471786
[1 1 0 0],1575902399.4791095
[1 1 1 1],1575902399.4863746
[0 1 1 1],1575902399.4937122
[1 1 1 1],1575902399.5009348
[1 1 1 0],1575902399.5082078
[1 1 1 1],1575902399.5155942
[1 1 1 1],1575902399.5252361
[0 1 1 1],1575902399.5331008
[1 1 1 0],1575902399.5403376
[1 1 1 1],1575902399.5475817
[1 1 1 1],1575902399.5549128
[1 1 1 1],1575902399.5621574
[1 1 1 0],1575902399.569629
[1 1 1 1],1575902399.5769522
[0 1 1 1],1575902399.5842733
[1 1 1 1],1575902399.5914848
[0 1 1 1],1575902399.5988066
[1 1 1 1],1575902399.606112
[0 0 1 1],1575902399.6134295
[1 1 1 1],1575902399.620624
[1 1 0 0],1575902399.6279578
[1 1 1 1],1575902399.6352775
[0 1 1 1],1575902399.6425307
[1 1 1 0],1575902399.649918
[1 1 1 1],1575902399.6571696
[1 1 1 1],1575902399.6645415
[1 1 1 1],1575902399.6718018
[1 1 0 0],1575902399.6791055
[1 1 1 1],1575902399.6864054
[0 1 1 1],1575902399.693695
[1 1 1 1],1575902399.700893
[1 1 1 0],1575902399.7082157
[1 1 1 1],1575902399.7154934
[0 1 1 1],1575902399.7227728
[1 1 1 0],1575902399.7300212
[1 1 1 1],1575902399.7373607
[1 1 1 1],1575902399.7447143
[1 1 1 1],1575902399.7519395
[1 1 1 0],1575902399.7592988
[1 1 1 1],1575902399.766626
[0 1 1 1],1575902399.7739322
[1 1 1 1],1575902399.7811754
[1 1 1 1],1575902399.788475
[1 1 1 1],1575902399.795778
[0 1 1 1],1575902399.80309
[1 1 1 0],1575902399.8103018
[1 1 1 1],1575902399.8175635
[1 1 1 1],1575902399.8248692
[1 1 1 1],1575902399.8320906
[1 1 1 0],1575902399.839553
[1 1 1 1],1575902399.8468277
[0 1 1 1],1575902399.854154
[1 1 1 1],1575902399.8613575
[1 1 1 1],1575902399.8686275
[1 1 1 1],1575902399.8758764
[0 1 1 1],1575902399.8832307
[1 1 1 1],1575902399.8904493
[1 1 0 1],1575902399.897808
[1 1 1 1],1575902399.905163
[1 1 1 1],1575902399.9124165
[1 1 1 0],1575902399.919705
[1 1 1 1],1575902399.9270267
[1 1 1 1],1575902399.9344122
[1 1 1 1],1575902399.9416523
[0 1 1 1],1575902399.949069
[1 1 1 1],1575902399.9564571
[0 1 1 1],1575902399.9638143
[1 1 1 1],1575902399.971064
[1 1 1 1],1575902399.9783707
[1 1 1 1],1575902399.9857156
[0 1 1 1],1575902399.9930162
[1 1 1 0],1575902400.000265
[1 1 1 1],1575902400.007516
[1 1 1 1],1575902400.014822
[1 1 1 1],1575902400.0221024
[1 1 1 0],1575902400.029444
[1 1 1 1],1575902400.0367196
[0 1 1 1],1575902400.0441248
[1 1 1 1],1575902400.0513618
[1 1 1 1],1575902400.0586607
[1 1 1 1],1575902400.0659883
[0 1 1 1],1575902400.0733113
[1 1 1 1],1575902400.080557
[1 1 0 1],1575902400.0878863
[1 1 1 1],1575902400.0952003
[0 1 1 1],1575902400.1024406
[1 1 1 0],1575902400.1097634
[1 1 1 1],1575902400.1170475
[1 1 1 1],1575902400.1243541
[1 1 1 1],1575902400.1316025
[0 1 1 1],1575902400.1389132
[1 1 1 1],1575902400.146268
[0 0 1 1],1575902400.153607
[1 1 1 1],1575902400.1607985
[1 1 1 0],1575902400.1681137
[1 1 1 1],1575902400.1754177
[0 1 1 1],1575902400.1827774
[1 1 1 1],1575902400.1912124
[1 1 1 1],1575902400.1985142
[1 1 1 1],1575902400.2058566
[0 1 1 1],1575902400.2137094
[1 1 1 1],1575902400.2209518
[1 1 1 0],1575902400.2282424
[1 1 1 1],1575902400.2354982
[0 1 1 1],1575902400.2427888
[1 1 1 0],1575902400.2500136
[1 1 1 1],1575902400.2574782
[1 1 1 1],1575902400.26479
[1 1 1 1],1575902400.2720149
[1 1 1 0],1575902400.279385
[1 1 1 1],1575902400.286681
[0 1 1 1],1575902400.2942648
[1 1 1 1],1575902400.3015685
[1 1 1 1],1575902400.3088768
[1 1 1 1],1575902400.3161983
[0 0 1 1],1575902400.323509
[1 1 1 1],1575902400.330707
[1 1 0 0],1575902400.3380044
[1 1 1 1],1575902400.345286
[0 1 1 1],1575902400.3525145
[1 1 1 0],1575902400.359798
[1 1 1 1],1575902400.367099
[1 1 1 1],1575902400.3744378
[1 1 1 1],1575902400.3816357
[1 1 1 1],1575902400.3889508
[1 1 1 1],1575902400.3962433
